30
36.0555 54.8179 60.8358 34 21.4009 81.3941 50.9215 17.1172 39.8121 44.3847 36.2353 45.2217 14.2127 60.4649 26.0192 34.1321 18.3848 22.0227 16 3 0 63.2456 17.0294 25.4951 70.6116 72.6705 39.8121 35.171 57 81.3941 
30 19.3132 32.2025 40.2492 60.2163 20.6155 37 78.7718 69 69.1809 35.2278 26.0192 63.7024 22.8035 43.6005 37.5899 45.4533 72.4224 55.7136 61.5873 63.2456 0 49.4975 38.9102 53.7587 9.43398 69 43.0465 56.0803 20.6155 
20.2485 45.31 54.7449 17.0294 14 69.029 47 34.1321 48.7955 52.4976 31 37.108 14.4222 51.8652 9 17.1172 6 36.4005 22.6716 17.1172 17.0294 49.4975 0 18 54.4059 58.7282 48.7955 33.9559 58.5235 69.029 
18.3848 29.4109 37.108 25.4951 32 56.0803 29 39.9625 38.0132 40.4969 13 20.1246 31.0483 35.3553 20.1246 23.3452 12 34.3657 17.2627 23.3452 25.4951 38.9102 18 0 62.1289 48.3011 38.0132 17 41.6293 56.0803 
44.2041 67.7422 82.1523 38.0789 52.0384 70.5762 81.6884 86.977 99.985 102.626 70.0928 67.4759 60.1332 73.8241 45.8803 39.3573 56.4624 90.7579 75.6439 71.3092 70.6116 53.7587 54.4059 62.1289 0 56.7186 99.985 77.4661 99.7246 70.5762 
38.9487 26.0768 36.7696 48.5489 69.029 14 43.566 88.193 77.1622 77 43.9318 34.2345 72.8354 27.5136 52.4976 46.0435 54.8179 81.5966 65 71.0211 72.6705 9.43398 58.7282 48.3011 56.7186 0 77.1622 51.4782 62.0967 14 
56.3649 51.4782 47.0106 62.426 59.6406 79.3095 36.0555 38 0 5 34.2345 43.0116 53.7122 52.8867 55.4437 60.7454 44.6878 22 26.2488 37.1214 39.8121 69 48.7955 38.0132 99.985 77.1622 0 26.0768 27.0185 79.3095 
33.3017 26.5707 27.0185 42.2019 47.676 55.1543 16.1245 44.4072 26.0768 26.9258 8.24621 17.2627 45 29.6816 37.1214 39.8246 28.1603 32.8024 20.1246 32.28 35.171 43.0465 33.9559 17 77.4661 51.4782 26.0768 0 24.6982 55.1543 
56.4004 36.7696 26.0768 66.3702 72.0347 60.0333 19.2354 61.4003 27.0185 23.3452 30.2324 32.8024 68.593 34.7131 61.7414 63.8122 52.811 46.2385 41 54 57 56.0803 58.5235 41.6293 99.7246 62.0967 27.0185 24.6982 0 60.0333 
50.2494 28.6356 34 60.8358 80.455 0 43.566 95.8019 79.3095 78.2624 48.7647 38.4708 83.4086 26.4764 63.8122 58.1378 64.4438 87.2353 71.5612 79.3977 81.3941 20.6155 69.029 56.0803 70.5762 14 79.3095 55.1543 60.0333 0 
